ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP,IECC_Climate_Zone,Lockout_Setpoint
07855,Sussex County,NJ,34037,H1,5A,69.0
07871,Sussex County,NJ,34037,H1,5A,69.0
07826,Sussex County,NJ,34037,H1,5A,69.0
07439,Sussex County,NJ,34037,H1,5A,69.0
07832,Sussex County,NJ,34037,H1,5A,69.0
07416,Sussex County,NJ,34037,H1,5A,69.0
07422,Sussex County,NJ,34037,H1,5A,69.0
07843,Sussex County,NJ,34037,H1,5A,69.0
07418,Sussex County,NJ,34037,H1,5A,69.0
07827,Sussex County,NJ,34037,H1,5A,69.0
07428,Sussex County,NJ,34037,H1,5A,69.0
07822,Sussex County,NJ,34037,H1,5A,69.0
07851,Sussex County,NJ,34037,H1,5A,69.0
07874,Sussex County,NJ,34037,H1,5A,69.0
07821,Sussex County,NJ,34037,H1,5A,69.0
07860,Sussex County,NJ,34037,H1,5A,69.0
07875,Sussex County,NJ,34037,H1,5A,69.0
07879,Sussex County,NJ,34037,H1,5A,69.0
07419,Sussex County,NJ,34037,H1,5A,69.0
07825,Sussex County,NJ,34037,H1,5A,69.0
07890,Sussex County,NJ,34037,H1,5A,69.0
07421,Sussex County,NJ,34037,H1,5A,69.0
07837,Sussex County,NJ,34037,H1,5A,69.0
07877,Sussex County,NJ,34037,H1,5A,69.0
07461,Sussex County,NJ,34037,H1,5A,69.0
07848,Sussex County,NJ,34037,H1,5A,69.0
07839,Sussex County,NJ,34037,H1,5A,69.0
07460,Sussex County,NJ,34037,H1,5A,69.0
07023,Union County,NJ,34039,H1,4A,69.0
07081,Union County,NJ,34039,H1,4A,69.0
07090,Union County,NJ,34039,H1,4A,69.0
07088,Union County,NJ,34039,H1,4A,69.0
07974,Union County,NJ,34039,H1,4A,69.0
07114,Union County,NJ,34039,H1,4A,69.0
07078,Union County,NJ,34039,H1,4A,69.0
07016,Union County,NJ,34039,H1,4A,69.0
07061,Union County,NJ,34039,H1,4A,69.0
07040,Union County,NJ,34039,H1,4A,69.0
07067,Union County,NJ,34039,H1,4A,69.0
07063,Union County,NJ,34039,H1,4A,69.0
07201,Union County,NJ,34039,H1,4A,69.0
07206,Union County,NJ,34039,H1,4A,69.0
07080,Union County,NJ,34039,H1,4A,69.0
07062,Union County,NJ,34039,H1,4A,69.0
07202,Union County,NJ,34039,H1,4A,69.0
08820,Union County,NJ,34039,H1,4A,69.0
07033,Union County,NJ,34039,H1,4A,69.0
07076,Union County,NJ,34039,H1,4A,69.0
07092,Union County,NJ,34039,H1,4A,69.0
07066,Union County,NJ,34039,H1,4A,69.0
07208,Union County,NJ,34039,H1,4A,69.0
07205,Union County,NJ,34039,H1,4A,69.0
08854,Union County,NJ,34039,H1,4A,69.0
07091,Union County,NJ,34039,H1,4A,69.0
07027,Union County,NJ,34039,H1,4A,69.0
07036,Union County,NJ,34039,H1,4A,69.0
07060,Union County,NJ,34039,H1,4A,69.0
07204,Union County,NJ,34039,H1,4A,69.0
07207,Union County,NJ,34039,H1,4A,69.0
07901,Union County,NJ,34039,H1,4A,69.0
07922,Union County,NJ,34039,H1,4A,69.0
07902,Union County,NJ,34039,H1,4A,69.0
07111,Union County,NJ,34039,H1,4A,69.0
07083,Union County,NJ,34039,H1,4A,69.0
07065,Union County,NJ,34039,H1,4A,69.0
07203,Union County,NJ,34039,H1,4A,69.0
08812,Union County,NJ,34039,H1,4A,69.0
07865,Warren County,NJ,34041,H1,5A,69.0
07825,Warren County,NJ,34041,H1,5A,69.0
07832,Warren County,NJ,34041,H1,5A,69.0
07846,Warren County,NJ,34041,H1,5A,69.0
08865,Warren County,NJ,34041,H1,5A,69.0
08804,Warren County,NJ,34041,H1,5A,69.0
07820,Warren County,NJ,34041,H1,5A,69.0
07863,Warren County,NJ,34041,H1,5A,69.0
07844,Warren County,NJ,34041,H1,5A,69.0
07882,Warren County,NJ,34041,H1,5A,69.0
08827,Warren County,NJ,34041,H1,5A,69.0
08808,Warren County,NJ,34041,H1,5A,69.0
07823,Warren County,NJ,34041,H1,5A,69.0
07860,Warren County,NJ,34041,H1,5A,69.0
07833,Warren County,NJ,34041,H1,5A,69.0
07838,Warren County,NJ,34041,H1,5A,69.0
08886,Warren County,NJ,34041,H1,5A,69.0
07880,Warren County,NJ,34041,H1,5A,69.0
07840,Warren County,NJ,34041,H1,5A,69.0
08802,Warren County,NJ,34041,H1,5A,69.0
07821,Warren County,NJ,34041,H1,5A,69.0
07874,Warren County,NJ,34041,H1,5A,69.0
87176,Bernalillo County,NM,35001,H1,4B,73.0
87113,Bernalillo County,NM,35001,H1,4B,73.0
87120,Bernalillo County,NM,35001,H1,4B,73.0
87105,Bernalillo County,NM,35001,H1,4B,73.0
87144,Bernalillo County,NM,35001,H1,4B,73.0
87181,Bernalillo County,NM,35001,H1,4B,73.0
87185,Bernalillo County,NM,35001,H1,4B,73.0
87102,Bernalillo County,NM,35001,H1,4B,73.0
87104,Bernalillo County,NM,35001,H1,4B,73.0
87107,Bernalillo County,NM,35001,H1,4B,73.0
87121,Bernalillo County,NM,35001,H1,4B,73.0
87122,Bernalillo County,NM,35001,H1,4B,73.0
87119,Bernalillo County,NM,35001,H1,4B,73.0
87026,Bernalillo County,NM,35001,H1,4B,73.0
87131,Bernalillo County,NM,35001,H1,4B,73.0
87195,Bernalillo County,NM,35001,H1,4B,73.0
87110,Bernalillo County,NM,35001,H1,4B,73.0
87059,Bernalillo County,NM,35001,H1,4B,73.0
87103,Bernalillo County,NM,35001,H1,4B,73.0
87153,Bernalillo County,NM,35001,H1,4B,73.0
87111,Bernalillo County,NM,35001,H1,4B,73.0
87114,Bernalillo County,NM,35001,H1,4B,73.0
87008,Bernalillo County,NM,35001,H1,4B,73.0
87196,Bernalillo County,NM,35001,H1,4B,73.0
87154,Bernalillo County,NM,35001,H1,4B,73.0
87151,Bernalillo County,NM,35001,H1,4B,73.0
87016,Bernalillo County,NM,35001,H1,4B,73.0
87192,Bernalillo County,NM,35001,H1,4B,73.0
87197,Bernalillo County,NM,35001,H1,4B,73.0
87198,Bernalillo County,NM,35001,H1,4B,73.0
87112,Bernalillo County,NM,35001,H1,4B,73.0
87108,Bernalillo County,NM,35001,H1,4B,73.0
87109,Bernalillo County,NM,35001,H1,4B,73.0
87101,Bernalillo County,NM,35001,H1,4B,73.0
87190,Bernalillo County,NM,35001,H1,4B,73.0
87191,Bernalillo County,NM,35001,H1,4B,73.0
87047,Bernalillo County,NM,35001,H1,4B,73.0
87184,Bernalillo County,NM,35001,H1,4B,73.0
87022,Bernalillo County,NM,35001,H1,4B,73.0
87048,Bernalillo County,NM,35001,H1,4B,73.0
87187,Bernalillo County,NM,35001,H1,4B,73.0
87115,Bernalillo County,NM,35001,H1,4B,73.0
87106,Bernalillo County,NM,35001,H1,4B,73.0
87015,Bernalillo County,NM,35001,H1,4B,73.0
87116,Bernalillo County,NM,35001,H1,4B,73.0
87117,Bernalillo County,NM,35001,H1,4B,73.0
87123,Bernalillo County,NM,35001,H1,4B,73.0
87068,Bernalillo County,NM,35001,H1,4B,73.0
87199,Bernalillo County,NM,35001,H1,4B,73.0
87124,Bernalillo County,NM,35001,H1,4B,73.0
87125,Bernalillo County,NM,35001,H1,4B,73.0
87193,Bernalillo County,NM,35001,H1,4B,73.0
87194,Bernalillo County,NM,35001,H1,4B,73.0
87820,Catron County,NM,35003,H1,5B,73.0
87829,Catron County,NM,35003,H1,5B,73.0
87827,Catron County,NM,35003,H1,5B,73.0
87824,Catron County,NM,35003,H1,5B,73.0
88039,Catron County,NM,35003,H1,5B,73.0
87821,Catron County,NM,35003,H1,5B,73.0
87830,Catron County,NM,35003,H1,5B,73.0
88250,Chaves County,NM,35005,H1,3B,73.0
88232,Chaves County,NM,35005,H1,3B,73.0
88230,Chaves County,NM,35005,H1,3B,73.0
88201,Chaves County,NM,35005,H1,3B,73.0
88203,Chaves County,NM,35005,H1,3B,73.0
88344,Chaves County,NM,35005,H1,3B,73.0
88116,Chaves County,NM,35005,H1,3B,73.0
88202,Chaves County,NM,35005,H1,3B,73.0
88339,Chaves County,NM,35005,H1,3B,73.0
88253,Chaves County,NM,35005,H1,3B,73.0
87020,Cibola County,NM,35006,H1,4B,73.0
87049,Cibola County,NM,35006,H1,4B,73.0
87014,Cibola County,NM,35006,H1,4B,73.0
87045,Cibola County,NM,35006,H1,4B,73.0
87034,Cibola County,NM,35006,H1,4B,73.0
87007,Cibola County,NM,35006,H1,4B,73.0
87051,Cibola County,NM,35006,H1,4B,73.0
87323,Cibola County,NM,35006,H1,4B,73.0
87038,Cibola County,NM,35006,H1,4B,73.0
87315,Cibola County,NM,35006,H1,4B,73.0
87021,Cibola County,NM,35006,H1,4B,73.0
87357,Cibola County,NM,35006,H1,4B,73.0
87005,Cibola County,NM,35006,H1,4B,73.0
87040,Cibola County,NM,35006,H1,4B,73.0
87729,Colfax County,NM,35007,H1,5B,73.0
87749,Colfax County,NM,35007,H1,5B,73.0
87714,Colfax County,NM,35007,H1,5B,73.0
87747,Colfax County,NM,35007,H1,5B,73.0
87752,Colfax County,NM,35007,H1,5B,73.0
87718,Colfax County,NM,35007,H1,5B,73.0
87710,Colfax County,NM,35007,H1,5B,73.0
88419,Colfax County,NM,35007,H1,5B,73.0
87728,Colfax County,NM,35007,H1,5B,73.0
87740,Colfax County,NM,35007,H1,5B,73.0
88414,Colfax County,NM,35007,H1,5B,73.0
88422,Colfax County,NM,35007,H1,5B,73.0
88112,Curry County,NM,35009,H1,4B,73.0
88124,Curry County,NM,35009,H1,4B,73.0
88120,Curry County,NM,35009,H1,4B,73.0
88427,Curry County,NM,35009,H1,4B,73.0
88130,Curry County,NM,35009,H1,4B,73.0
88102,Curry County,NM,35009,H1,4B,73.0
88103,Curry County,NM,35009,H1,4B,73.0
88118,Curry County,NM,35009,H1,4B,73.0
88135,Curry County,NM,35009,H1,4B,73.0
88101,Curry County,NM,35009,H1,4B,73.0
88133,Curry County,NM,35009,H1,4B,73.0
88136,De Baca County,NM,35011,H1,4B,73.0
88119,De Baca County,NM,35011,H1,4B,73.0
88008,Dona Ana County,NM,35013,H1,3B,73.0
88044,Dona Ana County,NM,35013,H1,3B,73.0
88063,Dona Ana County,NM,35013,H1,3B,73.0
88003,Dona Ana County,NM,35013,H1,3B,73.0
88054,Dona Ana County,NM,35013,H1,3B,73.0
88027,Dona Ana County,NM,35013,H1,3B,73.0
88005,Dona Ana County,NM,35013,H1,3B,73.0
88046,Dona Ana County,NM,35013,H1,3B,73.0
88001,Dona Ana County,NM,35013,H1,3B,73.0
88011,Dona Ana County,NM,35013,H1,3B,73.0
88033,Dona Ana County,NM,35013,H1,3B,73.0
88047,Dona Ana County,NM,35013,H1,3B,73.0
88072,Dona Ana County,NM,35013,H1,3B,73.0
88013,Dona Ana County,NM,35013,H1,3B,73.0
88007,Dona Ana County,NM,35013,H1,3B,73.0
88002,Dona Ana County,NM,35013,H1,3B,73.0
88048,Dona Ana County,NM,35013,H1,3B,73.0
88004,Dona Ana County,NM,35013,H1,3B,73.0
88012,Dona Ana County,NM,35013,H1,3B,73.0
88052,Dona Ana County,NM,35013,H1,3B,73.0
88032,Dona Ana County,NM,35013,H1,3B,73.0
88058,Dona Ana County,NM,35013,H1,3B,73.0
88021,Dona Ana County,NM,35013,H1,3B,73.0
87941,Dona Ana County,NM,35013,H1,3B,73.0
88024,Dona Ana County,NM,35013,H1,3B,73.0
88081,Dona Ana County,NM,35013,H1,3B,73.0
88006,Dona Ana County,NM,35013,H1,3B,73.0
87936,Dona Ana County,NM,35013,H1,3B,73.0
87937,Dona Ana County,NM,35013,H1,3B,73.0
87940,Dona Ana County,NM,35013,H1,3B,73.0
88268,Eddy County,NM,35015,H1,3B,73.0
88263,Eddy County,NM,35015,H1,3B,73.0
88255,Eddy County,NM,35015,H1,3B,73.0
88220,Eddy County,NM,35015,H1,3B,73.0
88221,Eddy County,NM,35015,H1,3B,73.0
88256,Eddy County,NM,35015,H1,3B,73.0
88250,Eddy County,NM,35015,H1,3B,73.0
88254,Eddy County,NM,35015,H1,3B,73.0
88210,Eddy County,NM,35015,H1,3B,73.0
88253,Eddy County,NM,35015,H1,3B,73.0
88061,Grant County,NM,35017,H1,4B,73.0
88022,Grant County,NM,35017,H1,4B,73.0
88028,Grant County,NM,35017,H1,4B,73.0
88062,Grant County,NM,35017,H1,4B,73.0
88025,Grant County,NM,35017,H1,4B,73.0
88053,Grant County,NM,35017,H1,4B,73.0
88038,Grant County,NM,35017,H1,4B,73.0
88049,Grant County,NM,35017,H1,4B,73.0
88026,Grant County,NM,35017,H1,4B,73.0
87821,Grant County,NM,35017,H1,4B,73.0
88041,Grant County,NM,35017,H1,4B,73.0
88043,Grant County,NM,35017,H1,4B,73.0
88036,Grant County,NM,35017,H1,4B,73.0
88051,Grant County,NM,35017,H1,4B,73.0
88040,Grant County,NM,35017,H1,4B,73.0
88034,Grant County,NM,35017,H1,4B,73.0
88055,Grant County,NM,35017,H1,4B,73.0
88065,Grant County,NM,35017,H1,4B,73.0
88023,Grant County,NM,35017,H1,4B,73.0
88353,Guadalupe County,NM,35019,H1,4B,73.0
88435,Guadalupe County,NM,35019,H1,4B,73.0
87724,Guadalupe County,NM,35019,H1,4B,73.0
88417,Guadalupe County,NM,35019,H1,4B,73.0
88431,Guadalupe County,NM,35019,H1,4B,73.0
87711,Guadalupe County,NM,35019,H1,4B,73.0
88415,Harding County,NM,35021,H1,5B,73.0
87743,Harding County,NM,35021,H1,5B,73.0
87730,Harding County,NM,35021,H1,5B,73.0
87733,Harding County,NM,35021,H1,5B,73.0
88410,Harding County,NM,35021,H1,5B,73.0
87746,Harding County,NM,35021,H1,5B,73.0
88430,Harding County,NM,35021,H1,5B,73.0
88426,Harding County,NM,35021,H1,5B,73.0
88020,Hidalgo County,NM,35023,H1,3B,73.0
88056,Hidalgo County,NM,35023,H1,3B,73.0
88045,Hidalgo County,NM,35023,H1,3B,73.0
88242,Lea County,NM,35025,H1,3B,73.0
88260,Lea County,NM,35025,H1,3B,73.0
88241,Lea County,NM,35025,H1,3B,73.0
88213,Lea County,NM,35025,H1,3B,73.0
88231,Lea County,NM,35025,H1,3B,73.0
88265,Lea County,NM,35025,H1,3B,73.0
88114,Lea County,NM,35025,H1,3B,73.0
88240,Lea County,NM,35025,H1,3B,73.0
88267,Lea County,NM,35025,H1,3B,73.0
88252,Lea County,NM,35025,H1,3B,73.0
88262,Lea County,NM,35025,H1,3B,73.0
88264,Lea County,NM,35025,H1,3B,73.0
88312,Lincoln County,NM,35027,H1,4B,73.0
88345,Lincoln County,NM,35027,H1,4B,73.0
88323,Lincoln County,NM,35027,H1,4B,73.0
88346,Lincoln County,NM,35027,H1,4B,73.0
88341,Lincoln County,NM,35027,H1,4B,73.0
88338,Lincoln County,NM,35027,H1,4B,73.0
88343,Lincoln County,NM,35027,H1,4B,73.0
88355,Lincoln County,NM,35027,H1,4B,73.0
88301,Lincoln County,NM,35027,H1,4B,73.0
88351,Lincoln County,NM,35027,H1,4B,73.0
88336,Lincoln County,NM,35027,H1,4B,73.0
88316,Lincoln County,NM,35027,H1,4B,73.0
88348,Lincoln County,NM,35027,H1,4B,73.0
88318,Lincoln County,NM,35027,H1,4B,73.0
88324,Lincoln County,NM,35027,H1,4B,73.0
87547,Los Alamos County,NM,35028,H1,5B,73.0
87544,Los Alamos County,NM,35028,H1,5B,73.0
88031,Luna County,NM,35029,H1,3B,73.0
88030,Luna County,NM,35029,H1,3B,73.0
88029,Luna County,NM,35029,H1,3B,73.0
87305,McKinley County,NM,35031,H1,5B,73.0
87317,McKinley County,NM,35031,H1,5B,73.0
87322,McKinley County,NM,35031,H1,5B,73.0
87347,McKinley County,NM,35031,H1,5B,73.0
87301,McKinley County,NM,35031,H1,5B,73.0
87323,McKinley County,NM,35031,H1,5B,73.0
87311,McKinley County,NM,35031,H1,5B,73.0
87328,McKinley County,NM,35031,H1,5B,73.0
87327,McKinley County,NM,35031,H1,5B,73.0
87316,McKinley County,NM,35031,H1,5B,73.0
87325,McKinley County,NM,35031,H1,5B,73.0
87319,McKinley County,NM,35031,H1,5B,73.0
87020,McKinley County,NM,35031,H1,5B,73.0
87320,McKinley County,NM,35031,H1,5B,73.0
87313,McKinley County,NM,35031,H1,5B,73.0
87312,McKinley County,NM,35031,H1,5B,73.0
87321,McKinley County,NM,35031,H1,5B,73.0
87045,McKinley County,NM,35031,H1,5B,73.0
87326,McKinley County,NM,35031,H1,5B,73.0
87302,McKinley County,NM,35031,H1,5B,73.0
87310,McKinley County,NM,35031,H1,5B,73.0
87365,McKinley County,NM,35031,H1,5B,73.0
87753,Mora County,NM,35033,H1,5B,73.0
87736,Mora County,NM,35033,H1,5B,73.0
87715,Mora County,NM,35033,H1,5B,73.0
87723,Mora County,NM,35033,H1,5B,73.0
87732,Mora County,NM,35033,H1,5B,73.0
87734,Mora County,NM,35033,H1,5B,73.0
87735,Mora County,NM,35033,H1,5B,73.0
87752,Mora County,NM,35033,H1,5B,73.0
87750,Mora County,NM,35033,H1,5B,73.0
87722,Mora County,NM,35033,H1,5B,73.0
87713,Mora County,NM,35033,H1,5B,73.0
87712,Mora County,NM,35033,H1,5B,73.0
88311,Otero County,NM,35035,H1,3B,73.0
88340,Otero County,NM,35035,H1,3B,73.0
88354,Otero County,NM,35035,H1,3B,73.0
88349,Otero County,NM,35035,H1,3B,73.0
88021,Otero County,NM,35035,H1,3B,73.0
88314,Otero County,NM,35035,H1,3B,73.0
88352,Otero County,NM,35035,H1,3B,73.0
88081,Otero County,NM,35035,H1,3B,73.0
88342,Otero County,NM,35035,H1,3B,73.0
88337,Otero County,NM,35035,H1,3B,73.0
88310,Otero County,NM,35035,H1,3B,73.0
88339,Otero County,NM,35035,H1,3B,73.0
88317,Otero County,NM,35035,H1,3B,73.0
88330,Otero County,NM,35035,H1,3B,73.0
88347,Otero County,NM,35035,H1,3B,73.0
88350,Otero County,NM,35035,H1,3B,73.0
88344,Otero County,NM,35035,H1,3B,73.0
88325,Otero County,NM,35035,H1,3B,73.0
88426,Quay County,NM,35037,H1,4B,73.0
88411,Quay County,NM,35037,H1,4B,73.0
88430,Quay County,NM,35037,H1,4B,73.0
88433,Quay County,NM,35037,H1,4B,73.0
88434,Quay County,NM,35037,H1,4B,73.0
88120,Quay County,NM,35037,H1,4B,73.0
88124,Quay County,NM,35037,H1,4B,73.0
88112,Quay County,NM,35037,H1,4B,73.0
88427,Quay County,NM,35037,H1,4B,73.0
88401,Quay County,NM,35037,H1,4B,73.0
88121,Quay County,NM,35037,H1,4B,73.0
87528,Rio Arriba County,NM,35039,H1,5B,73.0
87539,Rio Arriba County,NM,35039,H1,5B,73.0
87575,Rio Arriba County,NM,35039,H1,5B,73.0
87582,Rio Arriba County,NM,35039,H1,5B,73.0
87029,Rio Arriba County,NM,35039,H1,5B,73.0
87581,Rio Arriba County,NM,35039,H1,5B,73.0
87578,Rio Arriba County,NM,35039,H1,5B,73.0
87554,Rio Arriba County,NM,35039,H1,5B,73.0
87532,Rio Arriba County,NM,35039,H1,5B,73.0
87537,Rio Arriba County,NM,35039,H1,5B,73.0
87516,Rio Arriba County,NM,35039,H1,5B,73.0
87551,Rio Arriba County,NM,35039,H1,5B,73.0
87548,Rio Arriba County,NM,35039,H1,5B,73.0
87511,Rio Arriba County,NM,35039,H1,5B,73.0
87527,Rio Arriba County,NM,35039,H1,5B,73.0
87530,Rio Arriba County,NM,35039,H1,5B,73.0
87520,Rio Arriba County,NM,35039,H1,5B,73.0
87012,Rio Arriba County,NM,35039,H1,5B,73.0
87531,Rio Arriba County,NM,35039,H1,5B,73.0
87017,Rio Arriba County,NM,35039,H1,5B,73.0
87515,Rio Arriba County,NM,35039,H1,5B,73.0
87522,Rio Arriba County,NM,35039,H1,5B,73.0
87566,Rio Arriba County,NM,35039,H1,5B,73.0
87064,Rio Arriba County,NM,35039,H1,5B,73.0
87510,Rio Arriba County,NM,35039,H1,5B,73.0
87523,Rio Arriba County,NM,35039,H1,5B,73.0
87518,Rio Arriba County,NM,35039,H1,5B,73.0
88130,Roosevelt County,NM,35041,H1,4B,73.0
88132,Roosevelt County,NM,35041,H1,4B,73.0
88125,Roosevelt County,NM,35041,H1,4B,73.0
88116,Roosevelt County,NM,35041,H1,4B,73.0
88122,Roosevelt County,NM,35041,H1,4B,73.0
88114,Roosevelt County,NM,35041,H1,4B,73.0
88123,Roosevelt County,NM,35041,H1,4B,73.0
88113,Roosevelt County,NM,35041,H1,4B,73.0
88115,Roosevelt County,NM,35041,H1,4B,73.0
88124,Roosevelt County,NM,35041,H1,4B,73.0
88134,Roosevelt County,NM,35041,H1,4B,73.0
88118,Roosevelt County,NM,35041,H1,4B,73.0
88126,Roosevelt County,NM,35041,H1,4B,73.0
88135,Roosevelt County,NM,35041,H1,4B,73.0
87004,Sandoval County,NM,35043,H1,5B,73.0
87041,Sandoval County,NM,35043,H1,5B,73.0
87046,Sandoval County,NM,35043,H1,5B,73.0
87144,Sandoval County,NM,35043,H1,5B,73.0
87052,Sandoval County,NM,35043,H1,5B,73.0
87043,Sandoval County,NM,35043,H1,5B,73.0
87001,Sandoval County,NM,35043,H1,5B,73.0
87018,Sandoval County,NM,35043,H1,5B,73.0
87048,Sandoval County,NM,35043,H1,5B,73.0
87024,Sandoval County,NM,35043,H1,5B,73.0
87053,Sandoval County,NM,35043,H1,5B,73.0
87027,Sandoval County,NM,35043,H1,5B,73.0
87072,Sandoval County,NM,35043,H1,5B,73.0
87124,Sandoval County,NM,35043,H1,5B,73.0
87047,Sandoval County,NM,35043,H1,5B,73.0
87544,Sandoval County,NM,35043,H1,5B,73.0
87044,Sandoval County,NM,35043,H1,5B,73.0
87174,Sandoval County,NM,35043,H1,5B,73.0
87083,Sandoval County,NM,35043,H1,5B,73.0
87025,Sandoval County,NM,35043,H1,5B,73.0
87013,Sandoval County,NM,35043,H1,5B,73.0
87401,San Juan County,NM,35045,H1,5B,73.0
87416,San Juan County,NM,35045,H1,5B,73.0
87412,San Juan County,NM,35045,H1,5B,73.0
87418,San Juan County,NM,35045,H1,5B,73.0
87410,San Juan County,NM,35045,H1,5B,73.0
87417,San Juan County,NM,35045,H1,5B,73.0
87413,San Juan County,NM,35045,H1,5B,73.0
87499,San Juan County,NM,35045,H1,5B,73.0
87402,San Juan County,NM,35045,H1,5B,73.0
87455,San Juan County,NM,35045,H1,5B,73.0
87420,San Juan County,NM,35045,H1,5B,73.0
87364,San Juan County,NM,35045,H1,5B,73.0
87037,San Juan County,NM,35045,H1,5B,73.0
87461,San Juan County,NM,35045,H1,5B,73.0
87421,San Juan County,NM,35045,H1,5B,73.0
87415,San Juan County,NM,35045,H1,5B,73.0
87419,San Juan County,NM,35045,H1,5B,73.0
87731,San Miguel County,NM,35047,H1,5B,73.0
87711,San Miguel County,NM,35047,H1,5B,73.0
88439,San Miguel County,NM,35047,H1,5B,73.0
87562,San Miguel County,NM,35047,H1,5B,73.0
87552,San Miguel County,NM,35047,H1,5B,73.0
87583,San Miguel County,NM,35047,H1,5B,73.0
87569,San Miguel County,NM,35047,H1,5B,73.0
87538,San Miguel County,NM,35047,H1,5B,73.0
88416,San Miguel County,NM,35047,H1,5B,73.0
87701,San Miguel County,NM,35047,H1,5B,73.0
87573,San Miguel County,NM,35047,H1,5B,73.0
87745,San Miguel County,NM,35047,H1,5B,73.0
87535,San Miguel County,NM,35047,H1,5B,73.0
87560,San Miguel County,NM,35047,H1,5B,73.0
88421,San Miguel County,NM,35047,H1,5B,73.0
87565,San Miguel County,NM,35047,H1,5B,73.0
87742,San Miguel County,NM,35047,H1,5B,73.0
87507,Santa Fe County,NM,35049,H1,5B,73.0
87501,Santa Fe County,NM,35049,H1,5B,73.0
87594,Santa Fe County,NM,35049,H1,5B,73.0
87047,Santa Fe County,NM,35049,H1,5B,73.0
87535,Santa Fe County,NM,35049,H1,5B,73.0
87532,Santa Fe County,NM,35049,H1,5B,73.0
87506,Santa Fe County,NM,35049,H1,5B,73.0
87574,Santa Fe County,NM,35049,H1,5B,73.0
87035,Santa Fe County,NM,35049,H1,5B,73.0
87056,Santa Fe County,NM,35049,H1,5B,73.0
87522,Santa Fe County,NM,35049,H1,5B,73.0
87567,Santa Fe County,NM,35049,H1,5B,73.0
87552,Santa Fe County,NM,35049,H1,5B,73.0
87540,Santa Fe County,NM,35049,H1,5B,73.0
87592,Santa Fe County,NM,35049,H1,5B,73.0
87505,Santa Fe County,NM,35049,H1,5B,73.0
87508,Santa Fe County,NM,35049,H1,5B,73.0
87015,Santa Fe County,NM,35049,H1,5B,73.0
87502,Santa Fe County,NM,35049,H1,5B,73.0
87504,Santa Fe County,NM,35049,H1,5B,73.0
87010,Santa Fe County,NM,35049,H1,5B,73.0
87942,Sierra County,NM,35051,H1,4B,73.0
87943,Sierra County,NM,35051,H1,4B,73.0
88042,Sierra County,NM,35051,H1,4B,73.0
87931,Sierra County,NM,35051,H1,4B,73.0
87933,Sierra County,NM,35051,H1,4B,73.0
87654,Sierra County,NM,35051,H1,4B,73.0
87939,Sierra County,NM,35051,H1,4B,73.0
87901,Sierra County,NM,35051,H1,4B,73.0
87930,Sierra County,NM,35051,H1,4B,73.0
87935,Sierra County,NM,35051,H1,4B,73.0
87831,Socorro County,NM,35053,H1,4B,73.0
87825,Socorro County,NM,35053,H1,4B,73.0
87823,Socorro County,NM,35053,H1,4B,73.0
87828,Socorro County,NM,35053,H1,4B,73.0
87011,Socorro County,NM,35053,H1,4B,73.0
87006,Socorro County,NM,35053,H1,4B,73.0
87062,Socorro County,NM,35053,H1,4B,73.0
87801,Socorro County,NM,35053,H1,4B,73.0
87028,Socorro County,NM,35053,H1,4B,73.0
87832,Socorro County,NM,35053,H1,4B,73.0
87525,Taos County,NM,35055,H1,5B,73.0
87512,Taos County,NM,35055,H1,5B,73.0
87580,Taos County,NM,35055,H1,5B,73.0
87514,Taos County,NM,35055,H1,5B,73.0
87571,Taos County,NM,35055,H1,5B,73.0
87579,Taos County,NM,35055,H1,5B,73.0
87519,Taos County,NM,35055,H1,5B,73.0
87577,Taos County,NM,35055,H1,5B,73.0
87524,Taos County,NM,35055,H1,5B,73.0
87576,Taos County,NM,35055,H1,5B,73.0
87549,Taos County,NM,35055,H1,5B,73.0
87513,Taos County,NM,35055,H1,5B,73.0
87529,Taos County,NM,35055,H1,5B,73.0
87543,Taos County,NM,35055,H1,5B,73.0
87553,Taos County,NM,35055,H1,5B,73.0
87558,Taos County,NM,35055,H1,5B,73.0
87557,Taos County,NM,35055,H1,5B,73.0
87556,Taos County,NM,35055,H1,5B,73.0
87564,Taos County,NM,35055,H1,5B,73.0
87521,Taos County,NM,35055,H1,5B,73.0
87517,Taos County,NM,35055,H1,5B,73.0
87015,Torrance County,NM,35057,H1,5B,73.0
87016,Torrance County,NM,35057,H1,5B,73.0
87032,Torrance County,NM,35057,H1,5B,73.0
87063,Torrance County,NM,35057,H1,5B,73.0
88321,Torrance County,NM,35057,H1,5B,73.0
87061,Torrance County,NM,35057,H1,5B,73.0
87070,Torrance County,NM,35057,H1,5B,73.0
87036,Torrance County,NM,35057,H1,5B,73.0
87035,Torrance County,NM,35057,H1,5B,73.0
87009,Torrance County,NM,35057,H1,5B,73.0
88410,Union County,NM,35059,H1,4B,73.0
88418,Union County,NM,35059,H1,4B,73.0
88424,Union County,NM,35059,H1,4B,73.0
88436,Union County,NM,35059,H1,4B,73.0
88422,Union County,NM,35059,H1,4B,73.0
88415,Union County,NM,35059,H1,4B,73.0
88430,Union County,NM,35059,H1,4B,73.0
88414,Union County,NM,35059,H1,4B,73.0
88419,Union County,NM,35059,H1,4B,73.0
87042,Valencia County,NM,35061,H1,4B,73.0
87031,Valencia County,NM,35061,H1,4B,73.0
